Symbol,Company Name,Txn Type,Txn Date/Time, Gross Leverage, Net Leverage,# Shares,Price,Txn Value,Portfolio # Shares,Portfolio Value,Commission,Slippage(10BPS),Comments
DFS,DFS,Buy,2009-10-29 16:00:00,0.961752372432,0.961752372432,3346.0,14.6,48851.6,9040.0,1168770.34,0.0,0.0,
DLTR,DLTR,Buy,2009-10-29 16:00:00,0.961752372432,0.961752372432,1019.0,15.25,15539.75,2842.0,1168770.34,0.0,0.0,
DVA,DVA,Buy,2009-10-29 16:00:00,0.961752372432,0.961752372432,883.0,53.65,47372.95,2449.0,1168770.34,0.0,0.0,
IPG,IPG,Sell,2009-10-29 16:00:00,0.961752372432,0.961752372432,-13443.0,6.11,-82136.73,0.0,1168770.34,0.0,0.0,
LMT,LMT,Buy,2009-10-29 16:00:00,0.961752372432,0.961752372432,708.0,61.62,43626.96,1905.0,1168770.34,0.0,0.0,
T,T,Buy,2009-10-29 16:00:00,0.961752372432,0.961752372432,1754.0,22.32,39149.28,5026.0,1168770.34,0.0,0.0,
AIG,AIG,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-3538.0,28.17,-99665.46,0.0,1280604.84,0.0,0.0,
BBBY,BBBY,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-3707.0,35.21,-130523.47,0.0,1280604.84,0.0,0.0,
BIIB,BIIB,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-2994.0,42.13,-126137.22,0.0,1280604.84,0.0,0.0,
CMG,CMG,Buy,2009-10-30 16:00:00,1.0775446534,1.0775446534,3917.0,81.49,319196.33,5531.0,1280604.84,0.0,0.0,
DFS,DFS,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-9040.0,13.81,-124842.4,0.0,1280604.84,0.0,0.0,
DLTR,DLTR,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-2842.0,15.04,-42743.68,0.0,1280604.84,0.0,0.0,
DVA,DVA,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-2449.0,53.03,-129870.47,0.0,1280604.84,0.0,0.0,
LMT,LMT,Sell,2009-10-30 16:00:00,1.0775446534,1.0775446534,-1905.0,61.0,-116205.0,0.0,1280604.84,0.0,0.0,
T,T,Buy,2009-10-30 16:00:00,1.0775446534,1.0775446534,12263.0,21.85,267946.55,17289.0,1280604.84,0.0,0.0,
CMG,CMG,Sell,2009-11-02 16:00:00,1.00334436019,1.00334436019,-390.0,82.68,-32245.2,5141.0,1197811.34,0.0,0.0,
T,T,Sell,2009-11-02 16:00:00,1.00334436019,1.00334436019,-1082.0,21.78,-23565.96,16207.0,1197811.34,0.0,0.0,
CMG,CMG,Sell,2009-11-03 16:00:00,1.05271739599,1.05271739599,-5141.0,82.72,-425263.52,0.0,1253558.0,0.0,0.0,
T,T,Sell,2009-11-03 16:00:00,1.05271739599,1.05271739599,-16207.0,21.58,-349747.06,0.0,1253558.0,0.0,0.0,
CVS,CVS,Buy,2009-11-09 16:00:00,0.948693608345,0.948693608345,6617.0,29.82,197318.94,6617.0,1129688.24,0.0,0.0,
HCN,HCN,Buy,2009-11-09 16:00:00,0.948693608345,0.948693608345,4653.0,37.43,174161.79,4653.0,1129688.24,0.0,0.0,
HCP,HCP,Buy,2009-11-09 16:00:00,0.948693608345,0.948693608345,7062.0,24.98,176408.76,7062.0,1129688.24,0.0,0.0,
TAP,TAP,Buy,2009-11-09 16:00:00,0.948693608345,0.948693608345,4491.0,41.43,186062.13,4491.0,1129688.24,0.0,0.0,
WFM,WFM,Buy,2009-11-09 16:00:00,0.948693608345,0.948693608345,6998.0,28.19,197273.62,6998.0,1129688.24,0.0,0.0,
CVS,CVS,Sell,2009-11-10 16:00:00,1.00784797327,1.00784797327,-687.0,28.81,-19792.47,5930.0,1188609.71,0.0,0.0,
DV,DV,Buy,2009-11-10 16:00:00,1.00784797327,1.00784797327,3406.0,53.16,181062.96,3406.0,1188609.71,0.0,0.0,
HCN,HCN,Sell,2009-11-10 16:00:00,1.00784797327,1.00784797327,-501.0,36.83,-18451.83,4152.0,1188609.71,0.0,0.0,
HCP,HCP,Sell,2009-11-10 16:00:00,1.00784797327,1.00784797327,-764.0,24.74,-18901.36,6298.0,1188609.71,0.0,0.0,
TAP,TAP,Sell,2009-11-10 16:00:00,1.00784797327,1.00784797327,-461.0,41.31,-19043.91,4030.0,1188609.71,0.0,0.0,
WFM,WFM,Sell,2009-11-10 16:00:00,1.00784797327,1.00784797327,-609.0,28.23,-17192.07,6389.0,1188609.71,0.0,0.0,
CVS,CVS,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-1294.0,28.95,-37461.3,4636.0,1126093.95,0.0,0.0,
DV,DV,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-790.0,52.58,-41538.2,2616.0,1126093.95,0.0,0.0,
HCN,HCN,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-928.0,37.2,-34521.6,3224.0,1126093.95,0.0,0.0,
HCP,HCP,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-1452.0,25.3,-36735.6,4846.0,1126093.95,0.0,0.0,
MNST,MNST,Buy,2009-11-11 16:00:00,0.949693925522,0.949693925522,4056.0,17.4,70574.4,4056.0,1126093.95,0.0,0.0,
SUN,SUN,Buy,2009-11-11 16:00:00,0.949693925522,0.949693925522,5029.0,26.46,133067.34,5029.0,1126093.95,0.0,0.0,
TAP,TAP,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-921.0,42.51,-39151.71,3109.0,1126093.95,0.0,0.0,
WFM,WFM,Sell,2009-11-11 16:00:00,0.949693925522,0.949693925522,-1500.0,27.86,-41790.0,4889.0,1126093.95,0.0,0.0,
CVS,CVS,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,291.0,28.63,8331.33,4927.0,1164298.09,0.0,0.0,
DV,DV,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,105.0,52.36,5497.8,2721.0,1164298.09,0.0,0.0,
HCN,HCN,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,162.0,36.69,5943.78,3386.0,1164298.09,0.0,0.0,
HCP,HCP,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,191.0,24.87,4750.17,5037.0,1164298.09,0.0,0.0,
MNST,MNST,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,165.0,17.16,2831.4,4221.0,1164298.09,0.0,0.0,
SUN,SUN,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,264.0,25.93,6845.52,5293.0,1164298.09,0.0,0.0,
TAP,TAP,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,69.0,41.96,2895.24,3178.0,1164298.09,0.0,0.0,
WFM,WFM,Buy,2009-11-12 16:00:00,0.994409467436,0.994409467436,325.0,27.09,8804.25,5214.0,1164298.09,0.0,0.0,
CVS,CVS,Sell,2009-11-13 16:00:00,1.00590213233,1.00590213233,-533.0,29.19,-15558.27,4394.0,1182266.41,0.0,0.0,
DV,DV,Sell,2009-11-13 16:00:00,1.00590213233,1.00590213233,-262.0,52.04,-13634.48,2459.0,1182266.41,0.0,0.0,
